category,date_calculated,sum,YYYY,exmonth
Telecommunication Services,2012-11-01,1598096.61,2012,11
Telecommunication Services,2014-10-01,205778.97,2014,10
Telecommunication Services,2012-01-01,917900.9,2012,1
Telecommunication Services,2011-02-01,1097723.28,2011,2
Telecommunication Services,2013-10-01,28507.03,2013,10
Telecommunication Services,2012-08-01,1820438.71,2012,8
Telecommunication Services,2012-05-01,882624.08,2012,5
Telecommunication Services,2013-08-01,47565.94,2013,8
Telecommunication Services,2014-11-01,1242567.42,2014,11
Telecommunication Services,2011-05-01,736865.29,2011,5
Telecommunication Services,2012-10-01,476797.46,2012,10
Telecommunication Services,2011-10-01,989128.19,2011,10
Telecommunication Services,2012-04-01,356604.12,2012,4
Telecommunication Services,2012-12-01,821417.16,2012,12
Temporary personnel services,2011-02-01,823198.75,2011,2
Temporary personnel services,2014-04-01,44887.64,2014,4
Temporary personnel services,2013-10-01,115214.15,2013,10
Temporary personnel services,2012-08-01,232329.93,2012,8
Temporary personnel services,2014-02-01,366284.27,2014,2
Temporary personnel services,2012-05-01,276783.35,2012,5
Temporary personnel services,2014-11-01,456941.43,2014,11
Temporary personnel services,2013-08-01,53347.63,2013,8
Temporary personnel services,2011-05-01,577724.74,2011,5
Temporary personnel services,2012-10-01,225805.66,2012,10
Temporary personnel services,2011-10-01,356627.63,2011,10
Temporary personnel services,2012-04-01,271252.19,2012,4
Temporary personnel services,2012-12-01,225506.83,2012,12
Temporary personnel services,2014-03-01,795628.29,2014,3
Temporary personnel services,2011-01-01,607321.38,2011,1
Temporary personnel services,2012-06-01,278382.97,2012,6
Temporary personnel services,2014-06-01,36465.36,2014,6
Temporary personnel services,2014-07-01,71989.83,2014,7
Temporary personnel services,2011-04-01,963589.67,2011,4
Temporary personnel services,2013-06-01,179954.1,2013,6
Temporary personnel services,2011-11-01,411468.33,2011,11
Temporary personnel services,2012-07-01,312686.34,2012,7
Temporary personnel services,2013-01-01,253923.1,2013,1
Temporary personnel services,2014-10-01,1217973.36,2014,10
Temporary personnel services,2012-11-01,469508.03,2012,11
Temporary personnel services,2013-03-01,79962.01,2013,3
Temporary personnel services,2013-05-01,57763.77,2013,5
Temporary personnel services,2013-04-01,61950.5,2013,4
Temporary personnel services,2013-09-01,57481.89,2013,9
Temporary personnel services,2014-08-01,37994.31,2014,8
Temporary personnel services,2013-12-01,757912.98,2013,12
Temporary personnel services,2012-03-01,472559.99,2012,3
Temporary personnel services,2011-08-01,587259.41,2011,8
Temporary personnel services,2011-09-01,338545.95,2011,9
Temporary personnel services,2014-05-01,18355.84,2014,5
Temporary personnel services,2013-07-01,78298.68,2013,7
Temporary personnel services,2014-12-01,404265.14,2014,12
Temporary personnel services,2011-07-01,419141.65,2011,7
Temporary personnel services,2012-09-01,318428.57,2012,9
Temporary personnel services,2011-06-01,407869.37,2011,6
Temporary personnel services,2013-02-01,40805.16,2013,2
Temporary personnel services,2013-11-01,74302.49,2013,11
Temporary personnel services,2011-12-01,391633.07,2011,12
Temporary personnel services,2011-03-01,747896.88,2011,3
Temporary personnel services,2014-01-01,800101.35,2014,1
Temporary personnel services,2012-02-01,484472.61,2012,2
Temporary personnel services,2012-01-01,273636.27,2012,1
Timber production services,2011-07-01,619.2,2011,7
Timber production services,2014-12-01,2753.28,2014,12
Timber production services,2012-02-01,1431.06,2012,2
Timber production services,2011-12-01,50.81,2011,12
Timber production services,2011-08-01,4143.94,2011,8
Timber production services,2012-03-01,2421.46,2012,3
Timber production services,2011-01-01,624.4,2011,1
Timber production services,2012-07-01,1116,2012,7
Timber production services,2014-10-01,3446.81,2014,10
Timber production services,2011-02-01,3043.5,2011,2
Timber production services,2012-08-01,2825.9,2012,8
Timber production services,2014-11-01,1318.28,2014,11
Timber production services,2011-05-01,1082,2011,5
Timber production services,2012-04-01,1116,2012,4
Tour arrangement services,2013-10-01,19999,2013,10
Tour arrangement services,2014-10-01,39203.06,2014,10
Tour arrangement services,2013-07-01,19999,2013,7
Transport services,2012-05-01,5486.03,2012,5
Transport services,2011-02-01,52160,2011,2
Transport services,2012-01-01,2664,2012,1
Transport services,2012-04-01,7316.1,2012,4
Transport services,2012-12-01,26991.15,2012,12
Transport services,2012-10-01,18522.4,2012,10
Transport services,2011-10-01,3636,2011,10
Transport services,2014-11-01,62261.3,2014,11
Transport services,2011-05-01,1336,2011,5
Transport services,2011-04-01,4669,2011,4
Transport services,2011-01-01,41329.99,2011,1
Transport services,2012-11-01,21063.15,2012,11
Transport services,2014-10-01,75981.43,2014,10
Transport services,2013-01-01,35080.55,2013,1
Transport services,2011-11-01,3122,2011,11
Transport services,2012-07-01,15000,2012,7
Transport services,2013-04-01,5000,2013,4
Transport services,2013-03-01,19839.98,2013,3
Transport services,2011-08-01,3212,2011,8
Transport services,2012-03-01,3624.8,2012,3
Transport services,2011-07-01,3857,2011,7
Transport services,2014-12-01,79247.36,2014,12
Transport services,2011-03-01,35068,2011,3
Transport services,2012-02-01,4624.6,2012,2
Transport services,2013-02-01,25532.02,2013,2
Transport services,2013-11-01,1220,2013,11
Transport services,2011-12-01,5685,2011,12
Transport services,2011-06-01,8057,2011,6
Transportation and Storage and Mail Services,2011-08-01,1300,2011,8
Transportation and Storage and Mail Services,2012-03-01,1300,2012,3
Transportation and Storage and Mail Services,2011-09-01,932.5,2011,9
Transportation and Storage and Mail Services,2014-12-01,14787.08,2014,12
Transportation and Storage and Mail Services,2011-12-01,1053.75,2011,12
Transportation and Storage and Mail Services,2012-08-01,2250,2012,8
Transportation and Storage and Mail Services,2012-05-01,750,2012,5
Transportation and Storage and Mail Services,2011-10-01,216.67,2011,10
Transportation and Storage and Mail Services,2011-05-01,650,2011,5
Transportation and Storage and Mail Services,2014-11-01,39636.5,2014,11
Transportation and Storage and Mail Services,2012-06-01,750,2012,6
Transportation and Storage and Mail Services,2012-07-01,1500,2012,7
Transportation and Storage and Mail Services,2011-11-01,241.67,2011,11
Transportation and Storage and Mail Services,2014-10-01,16042.14,2014,10
Transportation repair or maintenance services,2012-06-01,673,2012,6
Transportation repair or maintenance services,2014-11-01,560.75,2014,11
Transportation repair or maintenance services,2011-10-01,640,2011,10
Transportation repair or maintenance services,2011-03-01,640.75,2011,3
Transportation repair or maintenance services,2012-02-01,673,2012,2
Travel agencies,2013-03-01,22951.99,2013,3
Travel agencies,2012-03-01,32862.11,2012,3
Travel agencies,2014-12-01,20,2014,12
Travel agencies,2012-09-01,32020.25,2012,9
Travel agencies,2013-02-01,27877.23,2013,2
Travel agencies,2012-02-01,25589.48,2012,2
Travel agencies,2012-08-01,13705.31,2012,8
Travel agencies,2012-05-01,15606.57,2012,5
Travel agencies,2012-10-01,34648.92,2012,10
Travel agencies,2012-04-01,10736.14,2012,4
Travel agencies,2012-12-01,22868.28,2012,12
Travel agencies,2014-10-01,20911.44,2014,10
Undergraduate programs,2014-12-01,1600,2014,12
Undergraduate programs,2011-03-01,6072.61,2011,3
Undergraduate programs,2013-10-01,7450,2013,10
Undergraduate programs,2014-11-01,4154.17,2014,11
Undergraduate programs,2011-04-01,3875.5,2011,4
Uniforms,2011-09-01,3994.01,2011,9
Uniforms,2014-12-01,27640.42,2014,12
Uniforms,2013-07-01,7372.95,2013,7
Uniforms,2011-07-01,7374.51,2011,7
Uniforms,2012-09-01,1008.28,2012,9
Uniforms,2011-06-01,10252.56,2011,6
Uniforms,2013-02-01,4362.91,2013,2
Uniforms,2011-12-01,4608.87,2011,12
Uniforms,2011-03-01,11627.72,2011,3
Uniforms,2013-05-01,1634.5,2013,5
Uniforms,2013-03-01,3831.87,2013,3
Uniforms,2012-03-01,10199.39,2012,3
Uniforms,2011-08-01,10667.03,2011,8
Uniforms,2012-06-01,-592.85,2012,6
Uniforms,2011-01-01,6458.21,2011,1
Uniforms,2011-04-01,6145.58,2011,4
Uniforms,2011-11-01,2327.34,2011,11
Uniforms,2012-07-01,2676.79,2012,7
Uniforms,2013-01-01,121897.84,2013,1
Uniforms,2014-10-01,2702.8,2014,10
Uniforms,2012-11-01,8152.32,2012,11
Uniforms,2012-01-01,1833.33,2012,1
Uniforms,2011-02-01,13796.63,2011,2
Uniforms,2012-08-01,3208.32,2012,8
Uniforms,2012-05-01,3886.54,2012,5
Uniforms,2013-08-01,1447.7,2013,8
Uniforms,2014-11-01,27727.38,2014,11
Uniforms,2011-05-01,23616.62,2011,5
Uniforms,2012-10-01,1603.5,2012,10
Uniforms,2011-10-01,3686.88,2011,10
Uniforms,2012-04-01,21042.66,2012,4
Uniforms,2012-12-01,1133.74,2012,12
Vehicle driving schools services,2012-10-01,1440,2012,10
Vehicle driving schools services,2011-10-01,4440,2011,10
Vehicle driving schools services,2012-04-01,1920,2012,4
Vehicle driving schools services,2012-01-01,1440,2012,1
Vehicle driving schools services,2011-02-01,580,2011,2
Vehicle driving schools services,2012-08-01,720,2012,8
Vehicle driving schools services,2012-05-01,720,2012,5
Vehicle driving schools services,2011-11-01,3120,2011,11
Vehicle driving schools services,2012-07-01,600,2012,7
Vehicle driving schools services,2013-01-01,1920,2013,1
Vehicle driving schools services,2014-10-01,4680,2014,10
Vehicle driving schools services,2012-11-01,1680,2012,11
Vehicle driving schools services,2012-06-01,2400,2012,6
Vehicle driving schools services,2011-04-01,960,2011,4
Vehicle driving schools services,2012-03-01,1800,2012,3
Vehicle driving schools services,2011-08-01,2280,2011,8
Vehicle driving schools services,2013-03-01,600,2013,3
Vehicle driving schools services,2011-06-01,1320,2011,6
Vehicle driving schools services,2013-02-01,960,2013,2
Vehicle driving schools services,2011-12-01,3960,2011,12
Vehicle driving schools services,2011-03-01,1140,2011,3
Vehicle driving schools services,2012-02-01,2160,2012,2
Vehicle driving schools services,2011-09-01,630,2011,9
Vehicle driving schools services,2014-12-01,2669.18,2014,12
Vehicle driving schools services,2011-07-01,3660,2011,7
Vehicle driving schools services,2012-09-01,720,2012,9
Vehicle driving schools services,2014-11-01,1800,2014,11
Vehicle driving schools services,2011-05-01,810,2011,5
Vehicle leasing of light trucks and sport utility vehicles,2012-01-01,19326.88,2012,1
Vehicle leasing of light trucks and sport utility vehicles,2012-08-01,49369.2,2012,8
Vehicle leasing of light trucks and sport utility vehicles,2014-04-01,36445,2014,4
Vehicle leasing of light trucks and sport utility vehicles,2011-02-01,9295.61,2011,2
Vehicle leasing of light trucks and sport utility vehicles,2012-05-01,10507.08,2012,5
Vehicle leasing of light trucks and sport utility vehicles,2011-05-01,10719.01,2011,5
Vehicle leasing of light trucks and sport utility vehicles,2014-11-01,16953.45,2014,11
Vehicle leasing of light trucks and sport utility vehicles,2011-10-01,7834.08,2011,10
Vehicle leasing of light trucks and sport utility vehicles,2012-12-01,42619.04,2012,12
Vehicle leasing of light trucks and sport utility vehicles,2012-04-01,25188.58,2012,4
Vehicle leasing of light trucks and sport utility vehicles,2011-01-01,25399.08,2011,1
Vehicle leasing of light trucks and sport utility vehicles,2014-06-01,28506.49,2014,6
Vehicle leasing of light trucks and sport utility vehicles,2012-06-01,68853.23,2012,6
Vehicle leasing of light trucks and sport utility vehicles,2013-06-01,4641.4,2013,6
Vehicle leasing of light trucks and sport utility vehicles,2011-04-01,28184.62,2011,4
Vehicle leasing of light trucks and sport utility vehicles,2012-07-01,41803.23,2012,7
Vehicle leasing of light trucks and sport utility vehicles,2011-11-01,12683.79,2011,11
Vehicle leasing of light trucks and sport utility vehicles,2012-11-01,91160.27,2012,11
Vehicle leasing of light trucks and sport utility vehicles,2014-10-01,18050.73,2014,10
Vehicle leasing of light trucks and sport utility vehicles,2013-03-01,95211.2600000001,2013,3
Vehicle leasing of light trucks and sport utility vehicles,2014-08-01,46169.1,2014,8
Vehicle leasing of light trucks and sport utility vehicles,2012-03-01,32242.71,2012,3
Vehicle leasing of light trucks and sport utility vehicles,2011-08-01,11483.19,2011,8
Vehicle leasing of light trucks and sport utility vehicles,2011-09-01,15734.52,2011,9
Vehicle leasing of light trucks and sport utility vehicles,2014-05-01,40140.85,2014,5
Vehicle leasing of light trucks and sport utility vehicles,2014-12-01,841.73,2014,12
Vehicle leasing of light trucks and sport utility vehicles,2012-09-01,40767.36,2012,9
Vehicle leasing of light trucks and sport utility vehicles,2011-07-01,14887.15,2011,7
Vehicle leasing of light trucks and sport utility vehicles,2011-06-01,18328.46,2011,6
Vehicle leasing of light trucks and sport utility vehicles,2011-12-01,13271.6,2011,12
Vehicle leasing of light trucks and sport utility vehicles,2013-02-01,54534.6,2013,2
Vehicle leasing of light trucks and sport utility vehicles,2012-02-01,22397.45,2012,2
Vehicle leasing of light trucks and sport utility vehicles,2011-03-01,18515.05,2011,3
Vehicle rental,2012-03-01,3712.43,2012,3
Vehicle rental,2013-04-01,5240.4,2013,4
Vehicle rental,2013-09-01,5203.62,2013,9
Vehicle rental,2013-05-01,5233.62,2013,5
Vehicle rental,2013-03-01,9733.94,2013,3
Vehicle rental,2011-06-01,7333.01,2011,6
Vehicle rental,2012-02-01,9174.75,2012,2
Vehicle rental,2013-02-01,101344.09,2013,2
Vehicle rental,2013-11-01,32476.9,2013,11
Vehicle rental,2011-12-01,11244.57,2011,12
Vehicle rental,2011-09-01,14861.93,2011,9
Vehicle rental,2011-07-01,4913.77,2011,7
Vehicle rental,2012-09-01,2245.86,2012,9
Vehicle rental,2014-12-01,50066.37,2014,12
Vehicle rental,2013-07-01,4840.4,2013,7
Vehicle rental,2012-10-01,4972.95,2012,10
Vehicle rental,2011-10-01,4693.03,2011,10
Vehicle rental,2013-08-01,5708.06,2013,8
Vehicle rental,2014-11-01,19879.03,2014,11
Vehicle rental,2011-05-01,42790.43,2011,5
Vehicle rental,2012-04-01,144436.84,2012,4
Vehicle rental,2012-12-01,2464.77,2012,12
Vehicle rental,2011-02-01,2045.31,2011,2
Vehicle rental,2012-08-01,207138.51,2012,8
Vehicle rental,2013-10-01,170112.47,2013,10
Vehicle rental,2012-01-01,56413.92,2012,1
Vehicle rental,2012-05-01,5644.5,2012,5
Vehicle rental,2014-02-01,1772.03,2014,2
Vehicle rental,2011-11-01,42070.22,2011,11
Vehicle rental,2012-07-01,3574.19,2012,7
Vehicle rental,2014-10-01,130540.6,2014,10
Vehicle rental,2012-11-01,129050.95,2012,11
Vehicle rental,2013-01-01,2613.66,2013,1
Vehicle rental,2012-06-01,2302.92,2012,6
Vehicle rental,2011-01-01,8074.19,2011,1
Vehicle rental,2014-03-01,4562.11,2014,3
Vehicle rental,2011-04-01,15857.41,2011,4
Vehicle rental,2013-06-01,5379.62,2013,6
Vehicle rental,2011-08-01,46229.94,2011,8
Water and sewer utilities,2012-05-01,800,2012,5
Water and sewer utilities,2012-08-01,3000,2012,8
Water and sewer utilities,2014-11-01,22222.44,2014,11
